Individual,Species,MigStatus,Site,PercentAg,AgCategory,Buffered,Percent_Total_Veg,SPEI,Event,Julian,DaysIntoSeason,Sunrise,Time,Sex,Age,Wing,Culmen,Head,NareTip,DiagTarsus,Fat,Mass,PecScore,PecSizeBig,PecSizeSmall,PecSizeBest,PecSize25,OverallNeonic,Flonicamid,Clothianidin,Thiamethoxam,Imidacloprid,Thiacloprid,Uric,Tri,Beta,Lipemia,Hemolysis,Yellow,Biomass,Diversity,Permanence,DominantCrop,DominantLandUse,NearestCropDistance_m,NearestCropType,Dist_Closest_Wetland_m,MaxBufferWidth_m,PercentBufferAroundWetland,Percent_Exposed_Shoreline,Max_Flock_Size,WaterNeonicDetection,InvertPesticideDetection,PlasmaDetection,AnyDetection,WaterOrInvertDetection
1232-00554,Longbilled Dowitcher,Migratory,RoadWPA,36.0244233,Moderate,N,100,1.78,Spring 2023,123,11,6:24,20:40,F,NA,149,73.8,106.7,68.8,43.6,0,110,2,4.75,3.75,-4.75,-4.75,0,0,0,0,0,0,1322,3.09,0,None,ThreePlus,None,0.2456,4,Permanent,Grassland,Grassland,10,Barley,240,33.4,100,27,102,N,Y,N,Y,Y
1232-00555,Longbilled Dowitcher,Migratory,Huesers,75.1006711,High,N,12,0.56,Spring 2023,128,16,6:16,14:47,M,NA,141,60.5,88.6,55.2,35,1,104.7,2,5.35,4.6,-5.35,-5.35,0,0,0,0,0,0,1332,3.15,0.05,Slight,ThreePlus,Slight,0.1084,5,Permanent,Wheat,Agriculture,40,Wheat,176,120,100,100,129,N,Y,N,Y,Y
1232-00556,Wilsons Phalarope,Resident,Huesers,75.1006711,High,N,12,0.56,Spring 2023,128,16,6:16,16:45,F,NA,133,34.1,60,29.5,33.6,0,60.2,2,5,4.5,-5,-5,0,0,0,0,0,0,843,2.65,1.11,Slight,TwoPlus,None,0.1084,5,Permanent,Wheat,Agriculture,40,Wheat,176,120,100,100,129,N,Y,N,Y,Y
1094-71904,Willet,Resident,Huesers,75.1006711,High,N,12,0.56,Spring 2023,129,17,6:15,11:35,M,NA,206,56.8,95,40.8,67,0,234.6,2,6.4,NA,-6.4,-6.4,1.325,0,1.325,0,0,0,NA,NA,NA,NA,NA,NA,0.1084,5,Permanent,Wheat,Agriculture,40,Wheat,176,120,100,100,95,N,Y,Y,Y,Y
1232-00557,Wilsons Phalarope,Resident,Huesers,75.1006711,High,N,12,0.56,Spring 2023,129,17,6:15,14:00,F,NA,131,33.1,59.3,29.7,30.7,0,42.1,1,7.2,5.2,-7.2,-7.2,0,0,0,0,0,0,409,1.67,1.22,OnePlus,ThreePlus,None,0.1084,5,Permanent,Wheat,Agriculture,40,Wheat,176,120,100,100,95,N,Y,N,Y,Y
1232-00558,Killdeer,Resident,Huesers,75.1006711,High,N,12,0.56,Spring 2023,129,17,6:15,18:22,M,NA,161,16.5,48.2,12.3,36.7,0,83.5,2,4.3,3.9,-4.3,-4.3,0,0,0,0,0,0,389,1.97,1.13,OnePlus,ThreePlus,None,0.1084,5,Permanent,Wheat,Agriculture,40,Wheat,176,120,100,100,95,N,Y,N,Y,Y
1341-36533,Least Sandpiper,Migratory,Huesers,75.1006711,High,N,12,0.56,Spring 2023,129,17,6:15,16:15,M,NA,84,17,36.8,14.1,19.8,0,15.9,2,NA,4.2,-4.2,-4.2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.1084,5,Permanent,Wheat,Agriculture,40,Wheat,176,120,100,100,95,N,Y,N,Y,Y
1094-71905,Willet,Resident,Huesers,75.1006711,High,N,12,0.56,Spring 2023,130,18,6:13,11:17,F,NA,210,61.5,102.2,48.8,63.1,1,359,1,7.4,NA,-7.4,-7.4,0,0,0,0,0,0,499,7.27,0.16,TwoPlus,ThreePlus,NA,0.1084,5,Permanent,Wheat,Agriculture,40,Wheat,176,120,100,100,52,N,Y,N,Y,Y
1232-00559,Killdeer,Resident,Huesers,75.1006711,High,N,12,0.56,Spring 2023,130,18,6:13,15:18,M,NA,162,22.2,51.1,13.5,37.1,0,99.4,2,5.5,3.9,-5.5,-5.5,0,0,0,0,0,0,504,1.83,0.57,OnePlus,ThreePlus,Gross,0.1084,5,Permanent,Wheat,Agriculture,40,Wheat,176,120,100,100,52,N,Y,N,Y,Y
1341-36534,Least Sandpiper,Migratory,Huesers,75.1006711,High,N,12,0.56,Spring 2023,130,18,6:13,9:55,M,NA,80,18.2,38.4,14.1,19,0,18,2,NA,2.4,-2.4,-2.4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.1084,5,Permanent,Wheat,Agriculture,40,Wheat,176,120,100,100,52,N,Y,N,Y,Y
1341-36535,Least Sandpiper,Migratory,Huesers,75.1006711,High,N,12,0.56,Spring 2023,130,18,6:13,16:58,M,NA,86,15,35.6,12.2,18.4,1,17.2,2,NA,3.75,-3.75,-3.75,0,0,0,0,0,0,1233,0.93,1.88,Slight,OnePlus,NA,0.1084,5,Permanent,Wheat,Agriculture,40,Wheat,176,120,100,100,52,N,Y,N,Y,Y
1341-36536,Least Sandpiper,Migratory,Huesers,75.1006711,High,N,12,0.56,Spring 2023,130,18,6:13,18:30,M,NA,60,17.9,37.4,14.8,20.2,0,18.8,2,NA,4.2,-4.2,-4.2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.1084,5,Permanent,Wheat,Agriculture,40,Wheat,176,120,100,100,52,N,Y,N,Y,Y
1094-71906,American Avocet,Resident,Virgil,84.8765432,High,N,28,0.52,Spring 2023,136,24,6:03,4:50,M,NA,219,95.1,130.5,82,95.1,0,281.3,2,6.13,NA,-6.13,-6.13,0.25,0,0,0.25,0,0,281,0.77,0.53,Slight,TwoPlus,NA,0.0001,1,Semipermanent,Canola,Agriculture,0,Canola,348,0,0,100,66,N,N,Y,Y,N
1232-00560,Shortbilled Dowitcher,Migratory,Virgil,84.8765432,High,N,28,0.52,Spring 2023,136,24,6:03,6:00,M,NA,143,57.2,85.8,51.2,35.2,0,108.3,2,5.3,4.15,-5.3,-5.3,0,0,0,0,0,0,374,2.24,0.52,None,TwoPlus,Gross,0.0001,1,Semipermanent,Canola,Agriculture,0,Canola,348,0,0,100,66,N,N,N,N,N
1232-00561,Wilsons Phalarope,Resident,Virgil,84.8765432,High,N,28,0.52,Spring 2023,136,24,6:03,7:30,F,NA,135,35.4,63.6,31.6,35,0,67.5,2,4.1,3.2,-4.1,-4.1,0,0,0,0,0,0,872,1.92,1.59,None,ThreePlus,OnePlus,0.0001,1,Semipermanent,Canola,Agriculture,0,Canola,348,0,0,100,66,N,N,N,N,N
1232-00562,Wilsons Phalarope,Resident,Virgil,84.8765432,High,N,28,0.52,Spring 2023,136,24,6:03,7:30,F,NA,130,32.8,59.5,29.6,32.8,0,53.9,2,5.6,4.7,-5.6,-5.6,0.95,0,0.625,0.325,0,0,816,1.61,0.63,None,TwoPlus,None,0.0001,1,Semipermanent,Canola,Agriculture,0,Canola,348,0,0,100,66,N,N,Y,Y,N
1341-36537,Semipalmated Sandpiper,Migratory,Virgil,84.8765432,High,N,28,0.52,Spring 2023,136,24,6:03,6:15,F,NA,93,18.6,39.3,14.3,21.2,0,17.8,2,NA,5.3,-5.3,-5.3,0,0,0,0,0,0,784,1.78,1.61,NA,TwoPlus,NA,0.0001,1,Semipermanent,Canola,Agriculture,0,Canola,348,0,0,100,66,N,N,N,N,N
1341-36538,Semipalmated Sandpiper,Migratory,Virgil,84.8765432,High,N,28,0.52,Spring 2023,136,24,6:03,6:15,M,NA,93,17.7,38.2,14.5,21.7,0,20,2,NA,4.3,-4.3,-4.3,0,0,0,0,0,0,763,1.42,NA,Slight,ThreePlus,NA,0.0001,1,Semipermanent,Canola,Agriculture,0,Canola,348,0,0,100,66,N,N,N,N,N
1094-71907,American Avocet,Resident,Virgil,84.8765432,High,N,28,0.52,Spring 2023,137,25,6:01,4:50,M,NA,222,96.2,134.9,83.7,98.5,0,205.5,2,5.6,NA,-5.6,-5.6,0.325,0,0,0.325,0,0,NA,NA,NA,NA,NA,NA,0.0001,1,Semipermanent,Canola,Agriculture,0,Canola,348,0,0,100,110,N,N,Y,Y,N
1232-00563,Wilsons Phalarope,Resident,Virgil,84.8765432,High,N,28,0.52,Spring 2023,137,25,6:01,0:48,F,NA,133,36,64.2,34.1,33.3,0,72.3,2,4.9,3.9,-4.9,-4.9,0,0,0,0,0,0,901,7.86,1.31,Slight,Slight,None,0.0001,1,Semipermanent,Canola,Agriculture,0,Canola,348,0,0,100,110,N,N,N,N,N
1341-36539,Semipalmated Sandpiper,Migratory,Virgil,84.8765432,High,N,28,0.52,Spring 2023,137,25,6:01,3:20,F,NA,101,18.3,40.9,16.1,23.9,0,15,2,NA,3.5,-3.5,-3.5,0.34375,0,0,0.34375,0,0,NA,NA,NA,NA,NA,NA,0.0001,1,Semipermanent,Canola,Agriculture,0,Canola,348,0,0,100,110,N,N,Y,Y,N
1341-36540,Semipalmated Sandpiper,Migratory,Virgil,84.8765432,High,N,28,0.52,Spring 2023,137,25,6:01,4:30,M,NA,96,17.6,38.2,14.9,22.4,0,25.6,2,NA,3.6,-3.6,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0001,1,Semipermanent,Canola,Agriculture,0,Canola,348,0,0,100,110,N,N,N,N,N
1341-36541,Least Sandpiper,Migratory,Virgil,84.8765432,High,N,28,0.52,Spring 2023,137,25,6:01,5:30,M,NA,88,19,38.4,15,17.5,0,23.7,2,NA,3.3,-3.3,-3.3,3.7,0,0,3.7,0,0,NA,NA,NA,NA,NA,NA,0.0001,1,Semipermanent,Canola,Agriculture,0,Canola,348,0,0,100,110,N,N,Y,Y,N
1341-36542,Semipalmated Sandpiper,Migratory,Virgil,84.8765432,High,N,28,0.52,Spring 2023,137,25,6:01,6:20,F,NA,97,19,39,15.7,24.4,0,25,2,NA,3.7,-3.7,-3.7,0.25,0,0,0.25,0,0,NA,NA,NA,NA,NA,NA,0.0001,1,Semipermanent,Canola,Agriculture,0,Canola,348,0,0,100,110,N,N,Y,Y,N
1341-36543,Least Sandpiper,Migratory,Virgil,84.8765432,High,N,28,0.52,Spring 2023,137,25,6:01,6:40,NA,NA,83,19.5,38.1,16.6,22.9,0,21.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0001,1,Semipermanent,Canola,Agriculture,0,Canola,348,0,0,100,110,N,N,NA,N,N
1341-36544,Least Sandpiper,Migratory,Virgil,84.8765432,High,N,28,0.52,Spring 2023,137,25,6:01,7:45,M,NA,88,18.9,39.4,16.2,21.4,0,21.5,2,NA,3,-3,-3,8.458333333,0,0,8.458333333,0,0,NA,NA,NA,NA,NA,NA,0.0001,1,Semipermanent,Canola,Agriculture,0,Canola,348,0,0,100,110,N,N,Y,Y,N
1341-36545,Semipalmated Sandpiper,Migratory,Virgil,84.8765432,High,N,28,0.52,Spring 2023,137,25,6:01,7:45,F,NA,95,18.1,38.6,15,23.9,0,18.9,2,NA,3.2,-3.2,-3.2,0.958333333,0,0,0.958333333,0,0,NA,NA,NA,NA,NA,NA,0.0001,1,Semipermanent,Canola,Agriculture,0,Canola,348,0,0,100,110,N,N,Y,Y,N
1232-00564,Lesser Yellowlegs,Migratory,Lodge,6.9126074,Low,Y,8,-1.67,Fall 2023,192,0,5:54,11:20,M,Adult,152,37,67.8,29.7,48.6,0,82.8,2,3.9,3.6,-3.9,-3.9,0.325,0,0.325,0,0,0,NA,NA,NA,NA,NA,NA,3.0793,6,Permanent,Grassland,Grassland,570,Alfalfa,250,45,87,8,80,N,N,Y,Y,N
1232-00565,Pectoral Sandpiper,Migratory,Lodge,6.9126074,Low,Y,8,-1.67,Fall 2023,192,0,5:54,14:00,M,NA,141,29.8,56.8,24.7,29.4,0,69.8,2,6.3,4.35,-6.3,-6.3,0,0,0,0,0,0,1595,2.43,0.19,OnePlus,None,None,3.0793,6,Permanent,Grassland,Grassland,570,Alfalfa,250,45,87,8,80,N,N,N,N,N
1341-36546,Least Sandpiper,Migratory,Lodge,6.9126074,Low,Y,8,-1.67,Fall 2023,192,0,5:54,12:45,M,NA,83,17.8,36.4,14.3,20.4,3,14.9,2,NA,4.3,-4.3,-4.3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3.0793,6,Permanent,Grassland,Grassland,570,Alfalfa,250,45,87,8,80,N,N,N,N,N
1094-71908,Willet,Resident,Lodge,6.9126074,Low,Y,8,-1.67,Fall 2023,193,1,5:55,10:40,M,NA,206,60.1,98.2,44.5,62,0,245.5,1,6.7,NA,-6.7,-6.7,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3.0793,6,Permanent,Grassland,Grassland,570,Alfalfa,250,45,87,8,26,N,N,N,N,N
1232-00566,Lesser Yellowlegs,Migratory,Lodge,6.9126074,Low,Y,8,-1.67,Fall 2023,193,1,5:55,11:00,M,Adult,154,35.3,65.3,28.3,50,0,93.4,1,4.55,4.35,-4.55,-4.55,0,0,0,0,0,0,1093,1.72,0.2,None,OnePlus,OnePlus,3.0793,6,Permanent,Grassland,Grassland,570,Alfalfa,250,45,87,8,26,N,N,N,N,N
1232-00567,Pectoral Sandpiper,Migratory,Brandon,21.5455476,Low,Y,99,-1.51,Fall 2023,196,3,6:03,4:50,F,NA,NA,NA,NA,NA,NA,0,48.5,2,5.5,4.5,-5.5,-5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.331,8,Permanent,Grassland,Grassland,130,Canola,35,4,12,15,35,N,Y,NA,Y,Y
1232-00568,Killdeer,Resident,Brandon,21.5455476,Low,Y,99,-1.51,Fall 2023,196,3,6:03,5:55,NA,NA,168,20.8,50.3,12.8,37.6,2,84.3,2,5.1,4.2,-5.1,-5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.331,8,Permanent,Grassland,Grassland,130,Canola,35,4,12,15,35,N,Y,NA,Y,Y
1232-00569,Pectoral Sandpiper,Migratory,Brandon,21.5455476,Low,Y,99,-1.51,Fall 2023,196,3,6:03,5:59,M,NA,139,27.9,59.2,22.6,29.4,0,64.5,1,7.7,5.36,-7.7,-7.7,9.025,0,0,0,9.025,0,NA,NA,NA,NA,NA,NA,0.331,8,Permanent,Grassland,Grassland,130,Canola,35,4,12,15,35,N,Y,Y,Y,Y
1341-36547,Semipalmated Sandpiper,Migratory,Brandon,21.5455476,Low,Y,99,-1.51,Fall 2023,196,3,6:03,4:30,F,NA,96,28.5,39.1,15.5,22.5,3,19.1,2,NA,4.45,-4.45,-4.45,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.331,8,Permanent,Grassland,Grassland,130,Canola,35,4,12,15,35,N,Y,N,Y,Y
1341-36548,Least Sandpiper,Migratory,Brandon,21.5455476,Low,Y,99,-1.51,Fall 2023,196,3,6:03,5:30,M,NA,NA,NA,NA,NA,NA,3,19.9,2,NA,3.8,-3.8,-3.8,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.331,8,Permanent,Grassland,Grassland,130,Canola,35,4,12,15,35,N,Y,N,Y,Y
1232-00570,Lesser Yellowlegs,Migratory,Brandon,21.5455476,Low,Y,99,-1.51,Fall 2023,198,5,6:05,10:50,F,Adult,159,36.9,63.9,28.5,47.8,3,82.5,1,5.8,4.15,-5.8,-5.8,0,0,0,0,0,0,NA,2.77,0.16,OnePlus,None,OnePlus,0.331,8,Permanent,Grassland,Grassland,130,Canola,35,4,12,15,35,N,Y,N,Y,Y
1094-71909,Willet,Resident,USWPA,28.1001833,Moderate,N,28,-1.42,Fall 2023,199,6,6:06,16:45,M,NA,201,57.9,95.2,42.6,62.6,0,201.8,0,8.6,NA,-8.6,-8.6,0,0,0,0,0,0,857,1.28,0.32,OnePlus,Slight,None,0.3706,6,Permanent,Grassland,Grassland,50,Wheat,200,0,0,20,1037,N,Y,N,Y,Y
1232-00571,Wilsons Phalarope,Resident,USWPA,28.1001833,Moderate,N,28,-1.42,Fall 2023,199,6,6:06,16:35,M,NA,120,33.8,57.8,29.2,31.2,4,59.5,1,6,4.35,-6,-6,0.275,0,0,0.275,0,0,826,1.95,0.24,None,Slight,None,0.3706,6,Permanent,Grassland,Grassland,50,Wheat,200,0,0,20,1037,N,Y,Y,Y,Y
1232-00572,Pectoral Sandpiper,Migratory,Hanson,64.1634456,Moderate,N,93,-1.51,Fall 2023,201,8,6:08,5:00,M,NA,148,30.2,57.6,27.1,29.1,1,NA,2,6.76,4.7,-6.76,-6.76,0,0,0,0,0,0,1175,1.85,0.57,Slight,None,None,0.0111,4,Permanent,Canola,Agriculture,15,Canola,20,60,100,10,45,N,N,N,N,N
1341-36549,Semipalmated Sandpiper,Migratory,Hanson,64.1634456,Moderate,N,93,-1.51,Fall 2023,201,8,6:08,3:20,F,NA,95,18,40.2,15.3,24.5,2,18.3,2,NA,4.8,-4.8,-4.8,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0111,4,Permanent,Canola,Agriculture,15,Canola,20,60,100,10,45,N,N,N,N,N
1341-36550,Least Sandpiper,Migratory,Hanson,64.1634456,Moderate,N,93,-1.51,Fall 2023,201,8,6:08,4:42,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0111,4,Permanent,Canola,Agriculture,15,Canola,20,60,100,10,45,N,N,NA,N,N
1341-36551,Least Sandpiper,Migratory,Hanson,64.1634456,Moderate,N,93,-1.51,Fall 2023,201,8,6:08,4:55,M,NA,85,NA,NA,NA,NA,3,17.3,1,NA,3.9,-3.9,-3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0111,4,Permanent,Canola,Agriculture,15,Canola,20,60,100,10,45,N,N,NA,N,N
1341-36552,Least Sandpiper,Migratory,Hanson,64.1634456,Moderate,N,93,-1.51,Fall 2023,201,8,6:08,6:00,M,NA,85,17.6,37,14.2,19.2,2,14.5,1,NA,3.05,-3.05,-3.05,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0111,4,Permanent,Canola,Agriculture,15,Canola,20,60,100,10,45,N,N,N,N,N
1232-00573,Pectoral Sandpiper,Migratory,Richard,39.1171994,Moderate,N,80,-1.32,Fall 2023,208,15,6:15,9:32,F,NA,125,28.1,51.1,21.7,28.9,0,45.7,1,6.45,4.9,-6.45,-6.45,0,0,0,0,0,0,1462,1.93,0.76,OnePlus,OnePlus,None,0.0643,3,Permanent,Grassland,Grassland,15,Wheat,15,50,100,40,72,N,N,N,N,N
1232-00574,Lesser Yellowlegs,Migratory,Richard,39.1171994,Moderate,N,80,-1.32,Fall 2023,208,15,6:15,11:15,M,Juvenile,151,37,66.1,30.1,54.7,3,77.5,1,7.45,5,-7.45,-7.45,0,0,0,0,0,0,1686,2.35,0.49,Slight,None,None,0.0643,3,Permanent,Grassland,Grassland,15,Wheat,15,50,100,40,72,N,N,N,N,N
1232-00575,Lesser Yellowlegs,Migratory,Richard,39.1171994,Moderate,N,80,-1.32,Fall 2023,208,15,6:15,13:30,F,Juvenile,150,36.3,65.2,29.7,51,1,78.5,2,5.025,3.5,-5.025,-5.025,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0643,3,Permanent,Grassland,Grassland,15,Wheat,15,50,100,40,72,N,N,N,N,N
1232-00576,Lesser Yellowlegs,Migratory,Richard,39.1171994,Moderate,N,80,-1.32,Fall 2023,209,16,6:16,20:02,F,Juvenile,152,33.5,61.9,27.1,50.2,1,80.9,1,5.6,3.7,-5.6,-5.6,1.825,0,0,0,1.825,0,1698,1.93,0.56,Slight,Slight,None,0.0643,3,Permanent,Grassland,Grassland,15,Wheat,15,50,100,40,101,N,N,Y,Y,N
1232-00577,Lesser Yellowlegs,Migratory,Richard,39.1171994,Moderate,N,80,-1.32,Fall 2023,209,16,6:18,21:52,F,Adult,159,34.1,65,28.3,50.9,3,92,2,5,4.16,-5,-5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0643,3,Permanent,Grassland,Grassland,15,Wheat,15,50,100,40,101,N,N,N,N,N
1232-00578,Lesser Yellowlegs,Migratory,Richard,39.1171994,Moderate,N,80,-1.32,Fall 2023,210,17,6:18,19:24,M,Juvenile,156,33.6,62.6,28.2,47.8,0,75.3,2,4.85,3.4,-4.85,-4.85,0,0,0,0,0,0,NA,1.54,NA,Slight,Slight,None,0.0643,3,Permanent,Grassland,Grassland,15,Wheat,15,50,100,40,89,N,N,N,N,N
1232-00579,Lesser Yellowlegs,Migratory,Richard,39.1171994,Moderate,N,80,-1.32,Fall 2023,210,17,6:18,21:20,M,Adult,151,34.3,64.6,28.4,53.9,3,86.3,2,6.15,4.5,-6.15,-6.15,0,0,0,0,0,0,1742,2.35,0.12,None,OnePlus,TwoPlus,0.0643,3,Permanent,Grassland,Grassland,15,Wheat,15,50,100,40,89,N,N,N,N,N
1232-00580,Wilsons Phalarope,Resident,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,215,22,6:25,8:42,M,NA,122,28.9,52.2,26.9,34.1,0,45.3,1,8.45,4.8,-8.45,-8.45,0,0,0,0,0,0,1273,1.8,0.65,OnePlus,OnePlus,None,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,383,N,N,N,N,N
1232-00581,Lesser Yellowlegs,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,218,25,6:29,5:15,F,Juvenile,161,35.5,65.2,29.4,48.8,1,70.7,1,6.5,4.2,-6.5,-6.5,0,0,0,0,0,0,815,0.83,1.49,Slight,None,None,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1232-00582,Lesser Yellowlegs,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,218,25,6:29,5:30,M,Adult,154,35.5,62.3,29.3,56,3,83.7,2,4.73,3.3,-4.73,-4.73,0,0,0,0,0,0,587,1.75,0.92,Slight,None,Slight,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1232-00583,Lesser Yellowlegs,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,218,25,6:29,5:45,M,Adult,155,35.4,65.5,27,50.5,4,105,3,3.1,2,-3.1,-3.1,0.9,0,0.9,0,0,0,NA,NA,NA,NA,NA,NA,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,Y,Y,N
1341-36553,Least Sandpiper,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,218,25,6:29,3:45,M,NA,87,18.6,40.7,16.5,16.3,1,13.3,2,NA,3.8,-3.8,-3.8,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1341-36554,Semipalmated Sandpiper,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,218,25,6:29,4:00,M,NA,97,18.8,40.6,15.1,23.8,3,24.7,2,NA,3.85,-3.85,-3.85,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1341-36555,Semipalmated Sandpiper,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,218,25,6:29,4:30,F,NA,93,17.7,38.6,14.4,21.6,4,32,3,NA,3,-3,NA,0,0,0,0,0,0,1272,2.02,1.05,None,TwoPlus,Slight,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1094-71910,American Avocet,Resident,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,219,26,6:30,5:15,M,NA,224,91.3,136.2,75.5,89.8,0,279,0,7.7,NA,-7.7,-7.7,0,0,0,0,0,0,918,0.87,1.07,None,None,None,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1232-00584,Lesser Yellowlegs,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,219,26,6:30,4:15,M,Adult,152,35.6,64.3,27.5,49.2,4,111.2,3,4.4,3.15,-4.4,-4.4,0,0,0,0,0,0,451,1.14,0.4,None,OnePlus,OnePlus,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1341-36556,Least Sandpiper,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,219,26,6:30,4:40,M,NA,85,19.5,38.4,15.8,18.5,3,14.1,1,NA,3.7,-3.7,-3.7,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1341-36557,Least Sandpiper,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,219,26,6:30,5:45,M,NA,85,18.2,37.9,14.7,18.5,0,17.1,1,NA,4.9,-4.9,-4.9,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1341-36558,Semipalmated Sandpiper,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,219,26,6:30,6:30,F,NA,91,19.4,40.4,16,22.5,5,36.8,3,NA,2.4,-2.4,NA,0,0,0,0,0,0,970,2.17,1.42,None,OnePlus,OnePlus,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1341-36559,Semipalmated Sandpiper,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,219,26,6:30,6:45,M,NA,89,19.3,39.3,15.1,21.4,3,23.4,2,NA,3.15,-3.15,-3.15,1.45,0,0,0,1.45,0,956,1.32,1.22,OnePlus,None,None,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,Y,Y,N
1341-36560,Least Sandpiper,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,220,27,6:31,4:10,M,NA,81,17.2,37.7,14.3,16.5,0,16.6,2,NA,3.6,-3.6,-3.6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1341-36561,Semipalmated Sandpiper,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,220,27,6:31,5:15,M,NA,91,18.6,41,15.3,22.9,2,21.9,2,NA,3.8,-3.8,-3.8,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1341-36562,Least Sandpiper,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,220,27,6:31,5:30,M,NA,85,19.4,39.4,16.5,20.4,2,19.8,2,NA,4,-4,-4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
1341-36563,Least Sandpiper,Migratory,Uhlich,56.7768038,Moderate,N,1,-0.26,Fall 2023,220,27,6:31,5:35,M,NA,89,20.3,39.6,16.4,19.7,2,19.9,2,NA,3.6,-3.6,-3.6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0163,4,Semipermanent,Wheat,Agriculture,15,Wheat,20,15,80,100,191,N,N,N,N,N
